0,013273831395557201
0,21066425246887155
0,11571318038510378
0,2267393697870293
0,39438989223205756
0,1531496387024468
0,28021556284826854
0,09290446748967349
0,8374352079920384
0,3001338730156069
0,1041137729662583
0,21066425246887155
0,0514948008356038
0,5694192491275758
0,2267393697870293
0,34394134926550773
0,127730824166347
1,704998436473501
0,36821213442383016
0,5694192491275758
0,2267393697870293
0,34394134926550773
0,5262928699529907
1,704998436473501
0,0514948008356038
0,11571318038510378
1,1575891913878027
0,061374994597701765
0,6189662571330053
1,704998436473501
0,0715570120473084
0,1401979965681548
0,2267393697870293
0,34394134926550773
0,127730824166347
0,21066425246887155
0,0514948008356038
0,11571318038510378
0,19532882813265706
0,041899050904124664
0,127730824166347
0,21066425246887155
0,32131846784061757
0,48811235604225334
0,19532882813265706
0,041899050904124664
0,1041137729662583
0,18066800726554744
0,032571824201858064
0,48811235604225334
